8,211,202,4
109,10,205,1
3,177,163,3
109,231,147,5
109,228,152,5
70,162,123,0
96,14,202,1
2,194,159,3
3,192,163,3
83,6,171,1
90,9,165,1
24,217,161,2
3,200,129,3
80,14,166,1
68,154,102,0
25,235,165,2
110,215,122,5
83,6,167,1
69,129,125,0
25,214,198,2
2,206,160,3
9,238,200,4
25,242,197,2
70,150,126,0
8,231,203,4
2,196,160,3
109,225,154,5
110,215,123,5
110,199,123,5
69,146,101,0
8,229,166,4
8,227,164,4
8,227,164,4
8,232,168,4
2,197,132,3
8,223,168,4
24,211,198,2
25,225,198,2
116,17,215,1
8,241,199,4
2,212,156,3
90,8,199,1
71,149,126,0
110,210,157,5
2,190,161,3
110,213,126,5
25,217,162,2
24,212,161,2
67,45,108,0
70,161,100,0
96,8,165,1
110,217,126,5
25,235,164,2
69,150,106,0
69,172,106,0
110,213,133,5
1,180,152,3
110,219,135,5
69,180,113,0
96,7,187,1
25,235,177,2
110,213,139,5
109,210,145,5
83,6,160,1
110,214,113,5
83,6,159,1
8,225,162,4
8,235,153,4
25,221,156,2
8,231,158,4
68,169,93,0
2,199,122,3
2,193,147,3
25,208,189,2
110,229,147,5
2,218,142,3
2,212,146,3
70,153,120,0
8,222,194,4
69,154,120,0
96,13,200,1
3,207,119,3
7,217,154,4
25,212,152,2
25,232,154,2
80,10,159,1
83,7,148,1
67,163,97,0
2,205,123,3
110,213,120,5
25,206,190,2
70,138,124,0
25,226,193,2
2,207,148,3
26,229,189,2
101,10,196,1
69,160,121,0
98,14,199,1
9,228,198,4
67,149,95,0
8,217,153,4
7,216,156,4
2,200,130,3
110,215,115,5
25,222,156,2
110,214,121,5
8,222,163,4
83,6,161,1
108,21,209,1
25,223,198,2
8,226,203,4
70,166,118,0
26,238,194,2
26,234,193,2
110,199,157,5
103,20,205,1
109,224,156,5
24,220,167,2
8,220,160,4
8,224,163,4
109,208,124,5
110,220,125,5
25,225,163,2
25,232,166,2
9,228,169,4
87,13,171,1
3,180,156,3
2,175,155,3
8,217,207,4
69,155,121,0
69,166,121,0
109,219,157,5
25,234,195,2
109,208,156,5
2,185,162,3
83,6,168,1
3,195,128,3
3,195,127,3
8,228,161,4
8,228,161,4
25,230,163,2
25,236,163,2
3,204,127,3
2,195,129,3
69,128,126,0
83,5,188,1
8,216,210,4
69,166,119,0
2,212,155,3
8,234,208,4
69,155,123,0
69,150,126,0
90,11,205,1
110,214,118,5
83,6,165,1
69,145,100,0
36,8,165,1
80,9,165,1
109,202,121,5
67,153,107,0
3,199,132,3
109,213,125,5
2,179,157,3
70,134,129,0
103,12,209,1
9,229,201,4
109,229,149,5
98,15,208,1
25,228,198,2
25,222,201,2
9,221,210,4
3,197,128,3
2,193,126,3
3,193,127,3
109,219,119,5
80,9,165,1
2,196,125,3
55,8,167,1
2,199,131,3
67,154,102,0
25,213,192,2
25,214,194,2
8,215,204,4
101,10,196,1
26,239,194,2
98,14,201,1
25,231,193,2
83,8,188,1
109,205,154,5
110,211,116,5
110,214,118,5
68,143,98,0
3,201,132,3
8,231,161,4
25,228,161,2
83,6,165,1
8,231,160,4
8,224,164,4
68,127,122,0
8,225,197,4
110,215,154,5
25,239,191,2
2,213,152,3
69,157,119,0
109,208,148,5
110,207,151,5
70,149,126,0
2,204,125,3
68,148,99,0
7,217,161,4
8,228,161,4
70,165,96,0
110,211,117,5
66,9,165,1
69,166,98,0
25,225,162,2
70,147,126,0
8,215,202,4
8,214,210,4
9,236,202,4
2,208,159,3
2,205,160,3
2,200,160,3
25,235,202,2
3,197,164,3
110,206,132,5
2,197,131,3
2,195,132,3
110,209,132,5
26,226,169,2
8,227,173,4
83,6,175,1
80,13,167,1
110,206,133,5
8,210,204,4
111,12,211,1
24,229,204,2
9,236,201,4
98,14,207,1
69,150,131,0
25,229,198,2
3,194,163,3
25,240,205,2
110,215,120,5
110,204,124,5
110,206,128,5
25,226,166,2
68,154,103,0
68,147,107,0
9,229,175,4
2,198,135,3
8,227,175,4
111,10,204,1
70,137,124,0
2,181,162,3
109,229,146,5
109,231,147,5
109,233,151,5
25,223,191,2
69,155,122,0
70,150,126,0
68,153,95,0
24,215,161,2
68,143,98,0
80,14,164,1
8,228,160,4
83,6,163,1
80,9,165,1
25,235,163,2
83,6,165,1
24,226,194,2
110,185,156,5
70,153,123,0
103,14,201,1
25,246,197,2
110,208,159,5
69,153,125,0
25,231,201,2
69,148,131,0
8,226,168,4
25,221,166,2
96,8,170,1
8,229,166,4
70,163,102,0
110,213,126,5
80,9,169,1
8,226,168,4
8,228,170,4
3,188,160,3
2,179,162,3
25,231,202,2
109,227,153,5
109,233,151,5
69,155,127,0
2,196,159,3
90,8,201,1
87,11,207,1
3,206,134,3
8,217,166,4
3,191,128,3
2,200,130,3
2,203,128,3
69,156,102,0
66,147,109,0
55,9,165,1
110,208,125,5
110,188,156,5
108,18,209,1
110,200,159,5
2,201,155,3
9,236,202,4
69,150,126,0
25,227,200,2
3,196,161,3
9,225,207,4
83,6,165,1
7,213,164,4
7,210,165,4
25,229,165,2
80,9,165,1
67,151,105,0
109,208,126,5
25,227,163,2
25,229,165,2
110,193,153,5
70,131,129,0
70,147,133,0
103,10,200,1
2,208,158,3
2,206,161,3
110,210,152,5
9,227,208,4
70,142,131,0
83,6,170,1
68,143,105,0
68,141,103,0
110,204,124,5
80,9,167,1
83,9,167,1
66,9,170,1
2,195,131,3
67,143,105,0
2,169,159,3
2,175,161,3
2,204,159,3
25,247,193,2
26,245,197,2
71,149,126,0
110,199,159,5
25,232,201,2
110,206,162,5
24,224,162,2
96,8,166,1
2,185,125,3
8,223,166,4
110,213,125,5
70,151,104,0
8,228,171,4
25,232,165,2
25,226,168,2
103,11,204,1
110,192,159,5
8,216,209,4
25,247,194,2
69,160,123,0
9,235,206,4
8,229,206,4
80,8,200,1
25,231,203,2
83,6,170,1
8,222,168,4
24,214,162,2
110,193,124,5
8,227,165,4
2,191,128,3
9,230,173,4
110,210,129,5
2,195,131,3
110,185,164,5
71,136,135,0
110,203,171,5
25,227,206,2
109,201,164,5
71,140,138,0
2,179,172,3
2,177,173,3
71,154,137,0
2,195,131,3
68,132,109,0
7,200,168,3
3,184,131,3
80,14,168,1
110,185,127,5
8,218,173,4
109,204,124,5
25,216,169,2
111,10,205,1
2,177,161,3
103,10,212,1
69,147,124,0
25,245,198,2
9,240,208,4
109,225,155,5
109,217,155,5
109,204,160,5
67,145,104,0
83,6,164,1
83,6,164,1
25,228,169,2
8,232,166,4
87,14,167,1
9,231,170,4
2,195,129,3
2,194,129,3
8,208,199,4
8,223,198,4
113,18,214,1
25,235,194,2
2,208,156,3
8,229,206,4
25,230,193,2
80,8,193,1
71,146,129,0
2,194,129,3
25,214,162,2
24,208,161,2
83,6,164,1
69,157,101,0
110,204,125,5
25,232,166,2
8,226,165,4
68,148,105,0
110,205,151,5
111,10,204,1
70,150,126,0
110,215,152,5
98,14,202,1
9,228,206,4
2,179,158,3
3,184,162,3
98,13,209,1
83,6,177,1
25,216,169,2
25,223,168,2
67,149,107,0
70,164,107,0
110,214,131,5
110,214,131,5
8,231,171,4
69,149,108,0
24,203,193,2
112,18,207,1
111,11,209,1
90,7,194,1
110,223,152,5
9,234,207,4
103,11,205,1
25,225,196,2
8,223,207,4
68,150,99,0
83,6,164,1
2,180,125,3
25,229,166,2
8,225,161,4
